Version,Date_of_report,Date_of_publication,Security_region_name,Security_region_code,Source_and_contact_tracing_phase,Total_reported,Reports_with_settings,Setting_reported,Number_settings_reported
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,health_care_other,4
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,nursing_home,6
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,residential_care_other,1
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,gathering,3
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,hospitality,1
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,student_activity,1
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,leisure,18
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,religious_activity,1
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,funeral,4
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,other,12
2,2021-06-13T10:00:00Z,2020-12-16,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,home,185
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,visit,91
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,work,52
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,school_daycare,39
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,general_practitioner,6
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,hospital,6
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,health_care_other,3
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,nursing_home,37
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,residential_care_disabled,2
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,residential_care_other,2
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,daycare_elderly_disabled,2
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,gathering,2
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,travel,1
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,hospitality,1
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,leisure,20
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,religious_activity,1
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,funeral,2
2,2021-06-13T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,405,other,8
2,2021-06-13T10:00:00Z,2020-12-17,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-17,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,home,139
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,visit,46
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,work,40
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,school_daycare,32
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,general_practitioner,2
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,hospital,3
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,health_care_other,5
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,nursing_home,18
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,residential_care_disabled,2
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,residential_care_other,2
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,daycare_elderly_disabled,3
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,gathering,2
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,student_activity,1
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,leisure,9
2,2021-06-13T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,other,6
2,2021-06-13T10:00:00Z,2020-12-18,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-18,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,home,208
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,visit,112
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,work,50
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,school_daycare,57
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,general_practitioner,3
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,hospital,1
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,health_care_other,2
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,nursing_home,17
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,residential_care_disabled,2
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,daycare_elderly_disabled,2
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,gathering,4
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,travel,2
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,flight,3
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,hospitality,1
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,student_activity,1
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,leisure,11
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,religious_activity,2
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,funeral,1
2,2021-06-13T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,437,other,3
2,2021-06-13T10:00:00Z,2020-12-19,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-19,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-20,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
