Version,Date_of_report,Date_of_publication,Security_region_name,Security_region_code,Source_and_contact_tracing_phase,Total_reported,Reports_with_settings,Setting_reported,Number_settings_reported
2,2021-07-01T10:00:00Z,2020-12-16,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,home,186
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,visit,78
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,work,58
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,school_daycare,79
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,hospital,8
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,health_care_other,4
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,nursing_home,6
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,residential_care_other,1
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,gathering,3
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,hospitality,1
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,student_activity,1
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,leisure,18
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,religious_activity,1
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,funeral,4
2,2021-07-01T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,400,other,12
2,2021-07-01T10:00:00Z,2020-12-16,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-16,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,home,185
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,visit,91
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,work,52
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,school_daycare,39
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,general_practitioner,6
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,hospital,6
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,health_care_other,3
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,nursing_home,37
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,residential_care_disabled,2
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,residential_care_other,2
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,daycare_elderly_disabled,2
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,gathering,2
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,travel,1
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,hospitality,1
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,leisure,20
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,religious_activity,1
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,funeral,2
2,2021-07-01T10:00:00Z,2020-12-17,Amsterdam-Amstelland,VR13,high,640,403,other,8
2,2021-07-01T10:00:00Z,2020-12-17,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-17,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,home,139
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,visit,46
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,work,40
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,school_daycare,32
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,general_practitioner,2
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,hospital,3
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,health_care_other,5
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,nursing_home,18
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,residential_care_disabled,2
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,residential_care_other,2
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,daycare_elderly_disabled,3
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,gathering,2
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,student_activity,1
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,leisure,9
2,2021-07-01T10:00:00Z,2020-12-18,Amsterdam-Amstelland,VR13,high,424,258,other,6
2,2021-07-01T10:00:00Z,2020-12-18,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-18,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,home,208
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,visit,112
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,work,50
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,school_daycare,57
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,general_practitioner,3
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,hospital,1
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,health_care_other,2
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,nursing_home,17
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,residential_care_disabled,2
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,daycare_elderly_disabled,2
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,gathering,4
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,travel,2
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,flight,3
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,hospitality,1
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,student_activity,1
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,leisure,11
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,religious_activity,2
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,funeral,1
2,2021-07-01T10:00:00Z,2020-12-19,Amsterdam-Amstelland,VR13,high,700,434,other,3
2,2021-07-01T10:00:00Z,2020-12-19,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-19,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Onbekend,Onbekend,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-07-01T10:00:00Z,2020-12-20,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
