"Date_of_report","Date_of_publication","Municipality_code","Municipality_name","Province","Security_region_code","Security_region_name","Municipal_health_service","ROAZ_region","Total_reported","Hospital_admission","Deceased"
"2020-12-21 10:00:00","2020-02-27","GM0398","Heerhugowaard","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0399","Heiloo","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0400","Den Helder","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0402","Hilversum","Noord-Holland","VR14","Gooi en Vechtstreek","GGD Gooi en Vechtstreek","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0405","Hoorn","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0406","Huizen","Noord-Holland","VR14","Gooi en Vechtstreek","GGD Gooi en Vechtstreek","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0415","Landsmeer","Noord-Holland","VR11","Zaanstreek-Waterland","GGD Zaanstreek/Waterland","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0416","Langedijk","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0417","Laren","Noord-Holland","VR14","Gooi en Vechtstreek","GGD Gooi en Vechtstreek","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0420","Medemblik","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0431","Oostzaan","Noord-Holland","VR11","Zaanstreek-Waterland","GGD Zaanstreek/Waterland","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0432","Opmeer","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0437","Ouder-Amstel","Noord-Holland","VR13","Amsterdam-Amstelland","GGD Amsterdam","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0439","Purmerend","Noord-Holland","VR11","Zaanstreek-Waterland","GGD Zaanstreek/Waterland","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0441","Schagen","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0448","Texel","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0450","Uitgeest","Noord-Holland","VR12","Kennemerland","GGD Kennemerland","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0451","Uithoorn","Noord-Holland","VR13","Amsterdam-Amstelland","GGD Amsterdam","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0453","Velsen","Noord-Holland","VR12","Kennemerland","GGD Kennemerland","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0457","Weesp","Noord-Holland","VR14","Gooi en Vechtstreek","GGD Gooi en Vechtstreek","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0473","Zandvoort","Noord-Holland","VR12","Kennemerland","GGD Kennemerland","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0479","Zaanstad","Noord-Holland","VR11","Zaanstreek-Waterland","GGD Zaanstreek/Waterland","Netwerk Acute Zorg Noordwest",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0482","Alblasserdam","Zuid-Holland","VR18","Zuid-Holland-Zuid","Dienst Gezondheid & Jeugd ZHZ","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0484","Alphen aan den Rijn","Zuid-Holland","VR16","Hollands-Midden","GGD Hollands-Midden","Netwerk Acute Zorg West",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0489","Barendrecht","Zuid-Holland","VR17","Rotterdam-Rijnmond","GGD Rotterdam-Rijnmond","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0498","Drechterland","Noord-Holland","VR10","Noord-Holland-Noord","GGD Hollands-Noorden","SpoedZorgNet",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0501","Brielle","Zuid-Holland","VR17","Rotterdam-Rijnmond","GGD Rotterdam-Rijnmond","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0502","Capelle aan den IJssel","Zuid-Holland","VR17","Rotterdam-Rijnmond","GGD Rotterdam-Rijnmond","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0503","Delft","Zuid-Holland","VR15","Haaglanden","GGD Haaglanden","Netwerk Acute Zorg West",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0505","Dordrecht","Zuid-Holland","VR18","Zuid-Holland-Zuid","Dienst Gezondheid & Jeugd ZHZ","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0512","Gorinchem","Zuid-Holland","VR18","Zuid-Holland-Zuid","Dienst Gezondheid & Jeugd ZHZ","Traumacentrum Zuidwest-Nederland",0,0,0
"2020-12-21 10:00:00","2020-02-27","GM0513","Gouda","Zuid-Holland","VR16","Hollands-Midden","GGD Hollands-Midden","Netwerk Acute Zorg West",0,0,0
